iata,name,city,country,latitude,longitude,timezone
AAC,El Arish International Airport,El Arish,Egypt,31.055324,33.827964,Africa/Cairo
AAD,Adado Airport,Adado,Somalia,6.095802,46.6375,Africa/Mogadishu
AAE,Annaba Rabah Bitat Airport,Annabah,Algeria,36.826781,7.81334,Africa/Algiers
AAF,Apalachicola Regional Airport,Apalachicola,United States,29.727501,-85.027496,America/New_York
AAH,Aachen-Merzbrück Airport,Aachen,Germany,50.823055,6.186389,Europe/Berlin
AAI,Arraias Airport,Arraias,Brazil,-13.025154,-46.884107,America/Araguaina
AAJ,Cayana Airstrip,Awaradam,Suriname,3.898681,-55.577907,America/Paramaribo
AAK,Aranuka Airport,Buariki,Kiribati,0.185278,173.636993,Pacific/Tarawa
AAL,Aalborg Airport,Aalborg,Denmark,57.094763,9.84993,Europe/Copenhagen
AAM,Malamala Airport,Malamala,South Africa,-24.816866,31.544085,Africa/Johannesburg
AAN,Al Ain International Airport,Al Ain,United Arab Emirates,24.2617,55.6092,Asia/Dubai
AAO,Anaco Airport,Anaco,Venezuela,9.430225,-64.470726,America/Caracas
AAP,Aji Pangeran Tumenggung Pranoto International Airport,Samarinda,Indonesia,-0.374478,117.250128,Asia/Makassar
AAQ,Anapa Vityazevo Airport,Anapa,Russia,45.002102,37.347301,Europe/Moscow
AAR,Aarhus Airport,Aarhus,Denmark,56.303331,10.618286,Europe/Copenhagen
AAT,Altay Xuedu Airport,Altay,China,47.749886,88.085808,Asia/Shanghai
AAU,Asau Airport,Asau,Samoa,-13.505132,-172.627888,Pacific/Apia
AAV,Allah Valley Airport,Surallah,Philippines,6.367903,124.752431,Asia/Manila
AAX,Romeu Zema Airport,Araxa,Brazil,-19.5632,-46.9604,America/Sao_Paulo
AAZ,Quezaltenango Airport,Quezaltenango,Guatemala,14.8656,-91.501999,America/Guatemala
ABA,Abakan International Airport,Abakan,Russia,53.740002,91.385002,Asia/Krasnoyarsk
ABB,Asaba International Airport,Asaba,Nigeria,6.204167,6.665278,Africa/Lagos
ABC,Albacete Airport / Los Llanos Air Base,Albacete,Spain,38.948502,-1.86352,Europe/Madrid
ABD,Abadan Ayatollah Jami International Airport,Abadan,Iran,30.367887,48.230075,Asia/Tehran
ABE,Lehigh Valley International Airport,Allentown,United States,40.651773,-75.442797,America/New_York
ABF,Abaiang Airport,Abaiang,Kiribati,1.79861,173.041,Pacific/Tarawa
ABI,Abilene Regional Airport,Abilene,United States,32.4113006592,-99.6819000244,America/Chicago
ABJ,Félix-Houphouët-Boigny International Airport,Abidjan,Côte d'Ivoire,5.26139,-3.92629,Africa/Abidjan
ABK,Kebri Dahar Airport,Kabri Dehar,Ethiopia,6.732577,44.241339,Africa/Addis_Ababa
ABL,Ambler Airport,Ambler,United States,67.105529,-157.855339,America/Anchorage
ABN,Albina Airport,Albina,Suriname,5.51272,-54.050098,America/Cayenne
ABO,Aboisso Airport,Aboisso,Côte d'Ivoire,5.461944,-3.234722,Africa/Abidjan
ABQ,Albuquerque International Sunport,Albuquerque,United States,35.039976,-106.608925,America/Denver
ABR,Aberdeen Regional Airport,Aberdeen,United States,45.4491004943848,-98.4217987060547,America/Chicago
ABS,Abu Simbel Airport,Abu Simbel,Egypt,22.374402,31.609881,Africa/Cairo
ABU,AA Bere Tallo (Haliwen) Airport,Atambua-Timor Island,Indonesia,-9.074841,124.903285,Asia/Makassar
ABV,Nnamdi Azikiwe International Airport,Abuja,Nigeria,9.00679,7.26317,Africa/Lagos
ABX,Albury Airport,Albury,Australia,-36.066758,146.959148,Australia/Melbourne
ABY,Southwest Georgia Regional Airport,Albany,United States,31.532946,-84.196215,America/New_York
ABZ,Aberdeen International Airport,Aberdeen,United Kingdom,57.2019,-2.19778,Europe/London
ACA,General Juan N. Álvarez International Airport,Acapulco,Mexico,16.757126,-99.753113,America/Mexico_City
ACB,Antrim County Airport,Bellaire,United States,44.988602,-85.198402,America/Detroit
ACC,Kotoka International Airport,Accra,Ghana,5.60518980026245,-0.166786000132561,Africa/Accra
ACD,Alcides Fernández Airport,Acandi,Colombia,8.497847,-77.274106,America/Bogota
ACE,César Manrique-Lanzarote Airport,Lanzarote Island,Spain,28.945499,-13.6052,Atlantic/Canary
ACF,Aral Tarim Airport,Aral,China,40.434748,81.26206,Asia/Shanghai
ACH,Sankt Gallen Altenrhein Airport,Altenrhein,Switzerland,47.485001,9.56077,Europe/Vienna
ACI,Alderney Airport,Saint Anne,Guernsey,49.706104,-2.21472,Europe/Guernsey
ACJ,Anuradhapura Airport,Anuradhapura,Sri Lanka,8.301542,80.42848,Asia/Colombo
ACK,Nantucket Memorial Airport,Nantucket,United States,41.25310135,-70.06020355,America/New_York
ACN,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,29.333662,-101.100555,America/Matamoros
ACP,Sahand Airport,Maragheh,Iran,37.3479995727539,46.1278991699219,Asia/Tehran
ACR,Araracuara Airport,Araracuara,Colombia,-0.600854,-72.398011,America/Bogota
ACS,Achinsk Airport,Achinsk,Russia,56.269185,90.57511,Asia/Krasnoyarsk
ACT,Waco Regional Airport,Waco,United States,31.6112995147705,-97.2304992675781,America/Chicago
ACV,California Redwood Coast-Humboldt County Airport,Arcata/Eureka,United States,40.978101,-124.109,America/Los_Angeles
ACX,Xingyi Wanfenglin Airport,Xingyi,China,25.083423,104.960804,Asia/Shanghai
ACY,Atlantic City International Airport,Atlantic City,United States,39.456201,-74.577511,America/New_York
ADA,Adana Şakirpaşa Airport,Adana,Turkey,36.982201,35.280399,Europe/Istanbul
ADB,Adnan Menderes International Airport,Izmir,Turkey,38.2924,27.157,Europe/Istanbul
ADC,Andakombe Airport,Andekombe,Papua New Guinea,-7.13722222222,145.744722222,Pacific/Port_Moresby
ADD,Addis Ababa Bole International Airport,Addis Ababa,Ethiopia,8.97789,38.799301,Africa/Addis_Ababa
ADE,Aden International Airport,Aden,Yemen,12.829564,45.029976,Asia/Aden
ADF,Adıyaman Airport,Adiyaman,Turkey,37.7314,38.468899,Europe/Istanbul
ADG,Lenawee County Airport,Adrian,United States,41.866205,-84.077983,America/Detroit
ADH,Aldan Airport,Aldan,Russia,58.6027984619141,125.408996582031,Asia/Yakutsk
ADI,Arandis Airport,Arandis,Namibia,-22.461875,14.979322,Africa/Windhoek
ADJ,Marka International (Amman Civil) Airport,Amman,Jordan,31.9727,35.9916,Asia/Amman
ADK,Adak Airport,Adak Island,United States,51.883564,-176.642783,America/Adak
ADL,Adelaide International Airport,Adelaide,Australia,-34.947512,138.533393,Australia/Adelaide
ADM,Ardmore Municipal Airport,Ardmore,United States,34.30301,-97.0196342,America/Chicago
ADP,Ampara Airport,Ampara,Sri Lanka,7.336745,81.623869,Asia/Colombo
ADQ,Kodiak Airport,Kodiak,United States,57.75,-152.4940033,America/Anchorage
ADR,Robert F Swinnie Airport,Andrews,United States,33.4516983032,-79.5261993408,America/New_York
ADS,Addison Airport,Dallas,United States,32.9686012268,-96.8364028931,America/Chicago
ADT,Ada Regional Airport,Ada,United States,34.805214,-96.671988,America/Chicago
ADU,Ardabil Airport,Ardabil,Iran,38.3256988525,48.4244003296,Asia/Tehran
ADW,Joint Base Andrews,Camp Springs,United States,38.810799,-76.866997,America/New_York
ADX,Leuchars Station Airfield,St. Andrews,United Kingdom,56.37398,-2.868862,Europe/London
ADY,Alldays Airport,Alldays,South Africa,-22.679001,29.0555,Africa/Johannesburg
ADZ,Gustavo Rojas Pinilla International Airport,San Andres,Colombia,12.5836,-81.7112,America/Bogota
AEA,Abemama Airport,Abemama Atoll,Kiribati,0.490759,173.830287,Pacific/Tarawa
AEB,Baise (Bose) Bama Airport,Baise,China,23.7206,106.959999,Asia/Shanghai
AEG,Aek Godang Airport,Padang Sidempuan,Indonesia,1.4001,99.430496,Asia/Jakarta
AEL,Albert Lea Municipal Airport,Albert Lea,United States,43.68149948,-93.36720276,America/Chicago
AEM,Amgu Airport,Amgu,Russia,45.84126,137.673568,Asia/Vladivostok
AEO,Aioun el Atrouss Airport,Aioun El Atrouss,Mauritania,16.7112998962402,-9.63788032531738,Africa/Nouakchott
AEP,Aeroparque Jorge Newbery,Buenos Aires,Argentina,-34.559419,-58.415536,America/Argentina/Buenos_Aires
AER,Sochi International Airport,Sochi,Russia,43.449902,39.9566,Europe/Moscow
AES,Ålesund Airport,Alesund,Norway,62.560443,6.110845,Europe/Oslo
AET,Allakaket Airport,Allakaket,United States,66.551804,-152.621994,America/Anchorage
AEX,Alexandria International Airport,Alexandria,United States,31.325828,-92.546702,America/Chicago
AEY,Akureyri International Airport,Akureyri,Iceland,65.656573,-18.072018,Atlantic/Reykjavik
AFA,Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,-34.588299,-68.4039,America/Argentina/Mendoza
AFD,Port Alfred Airport,Port Alfred,South Africa,-33.555057,26.881656,Africa/Johannesburg
AFF,USAF Academy Airfield,Colorado Springs,United States,38.972497,-104.821125,America/Denver
AFI,Amalfi Airport,Amalfi,Colombia,6.895033,-75.047334,America/Bogota
AFL,Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,-9.866389,-56.106298,America/Cuiaba
AFN,Jaffrey Airfield Silver Ranch Airport,Jaffrey,United States,42.805099,-72.002998,America/New_York
AFO,Afton Municipal Airport,Afton,United States,42.7112007141,-110.942001343,America/Denver
AFR,Afore Airstrip,Afore,Papua New Guinea,-9.13867,148.390701,Pacific/Port_Moresby
AFS,Sugraly Airport,Zarafshan,Uzbekistan,41.613899,64.2332,Asia/Samarkand
AFT,Afutara Aerodrome,Bila,Solomon Islands,-9.191389,160.948611,Pacific/Guadalcanal
AFW,Perot Field/Fort Worth Alliance Airport,Fort Worth,United States,32.99044,-97.31947,America/Chicago
AFY,Afyon Air Base,Afyonkarahisar,Turkey,38.726398,30.601101,Europe/Istanbul
AFZ,Sabzevar National Airport,Sabzevar,Iran,36.168098449707,57.5951995849609,Asia/Tehran
AGA,Al Massira Airport,Agadir,Morocco,30.322478,-9.412003,Africa/Casablanca
AGB,Augsburg Airport,Augsburg,Germany,48.425278,10.931667,Europe/Berlin
AGC,Allegheny County Airport,Pittsburgh,United States,40.354401,-79.930199,America/New_York
AGE,Wangerooge Airport,Wangerooge,Germany,53.782544,7.919584,Europe/Berlin
AGF,Agen La Garenne airport,Agen/La Garenne,France,44.174171,0.59309,Europe/Paris
AGH,Ängelholm-Helsingborg Airport,Angelholm,Sweden,56.2961006164551,12.8471002578735,Europe/Stockholm
AGI,Wageningen Airstrip,Wageningen Airport,Suriname,5.841252,-56.673247,America/Paramaribo
AGJ,Aguni Airport,Aguni,Japan,26.592755,127.240335,Asia/Tokyo
AGN,Angoon Seaplane Base,Angoon,United States,57.497097,-134.56722,America/Juneau
AGO,Magnolia Municipal Airport / Ralph C Weiser Field,Magnolia,United States,33.228001,-93.217002,America/Chicago
AGP,Málaga-Costa del Sol Airport,Malaga,Spain,36.6749,-4.49911,Europe/Madrid
AGS,Augusta Regional At Bush Field,Augusta,United States,33.3699,-81.9645,America/New_York
AGT,Aeropuerto Internacional Guaraní,Ciudad del Este,Paraguay,-25.457186,-54.839544,America/Asuncion
AGU,Jesús Terán Peredo International Airport,Aguascalientes,Mexico,21.699589,-102.318372,America/Mexico_City
AGV,Oswaldo Guevara Mujica Airport,Acarigua,Venezuela,9.553375,-69.237869,America/Caracas
AGZ,Aggeneys Airport,Aggeneys,South Africa,-29.281799,18.8139,Africa/Johannesburg
AHB,Abha International Airport,Abha,Saudi Arabia,18.2404,42.656601,Asia/Riyadh
AHC,Amedee Army Air Field,Herlong,United States,40.26620102,-120.1529999,America/Los_Angeles
AHE,Ahe Airport,Ahe Atoll,French Polynesia,-14.4280996322632,-146.25700378418,Pacific/Tahiti
AHF,Arapahoe Municipal Airport,Arapahoe,United States,40.341576,-99.907839,America/Chicago
AHH,Amery Municipal Airport,Amery,United States,45.2811012268,-92.3753967285,America/Chicago
AHI,Amahai Airport,Amahai-Seram Island,Indonesia,-3.347851,128.927093,Asia/Jayapura
AHJ,Hongyuan Airport,Hongyuan,China,32.53154,102.35224,Asia/Shanghai
AHL,Aishalton Airport,Aishalton,Guyana,2.47403,-59.320786,America/Guyana
AHM,Ashland Municipal Airport Sumner Parker Field,Ashland,United States,42.190265,-122.660648,America/Los_Angeles
AHN,Athens Ben Epps Airport,Athens,United States,33.948842,-83.325634,America/New_York
AHO,Alghero-Fertilia Airport,Alghero,Italy,40.632099,8.29077,Europe/Rome
AHS,Ahuas Airport,Ahuas,Honduras,15.4722,-84.352203,America/Tegucigalpa
AHU,Cherif Al Idrissi Airport,Al Hoceima,Morocco,35.177101,-3.83952,Africa/Casablanca
AHZ,L'Alpe d'Huez - Henri Giraud Altiport,Bourg,France,45.087399,6.083604,Europe/Paris
AIA,Alliance Municipal Airport,Alliance,United States,42.052543,-102.803965,America/Denver
AID,Anderson Municipal Darlington Field,Anderson,United States,40.1086006165,-85.6129989624,America/Indiana/Indianapolis
AIE,Aiome Airport,Aiome,Papua New Guinea,-5.145699978,144.7307003,Pacific/Port_Moresby
AIF,Marcelo Pires Halzhausen Airport,Assis,Brazil,-22.638601,-50.455983,America/Sao_Paulo
AIG,Yalinga Airport,Yalinga,Central African Republic,6.51999998092651,23.2600002288818,Africa/Bangui
AII,Ali-Sabieh Airport,Ali-Sabieh,Djibouti,11.146889,42.72,Africa/Djibouti
AIK,Aiken Regional Airport,Aiken,United States,33.649399,-81.684998,America/New_York
AIN,Wainwright Airport,Wainwright,United States,70.638,-159.994995,America/Anchorage
AIO,Atlantic Municipal Airport,Atlantic,United States,41.40729904,-95.04689789,America/Chicago
AIR,Aripuanã Airport,Aripuanã,Brazil,-10.187375,-59.457469,America/Cuiaba
AIS,Arorae Island Airport,Arorae Island,Kiribati,-2.616233,176.802209,Pacific/Tarawa
AIT,Aitutaki Airport,Aitutaki,Cook Islands,-18.8309,-159.764008,Pacific/Rarotonga
AIU,Enua Airport,Atiu Island,Cook Islands,-19.9678001403809,-158.119003295898,Pacific/Rarotonga
AIV,George Downer Airport,Aliceville,United States,33.106499,-88.1978,America/Chicago
AIZ,Lee C Fine Memorial Airport,Kaiser Lake Ozark,United States,38.0960006714,-92.5494995117,America/Chicago
AJA,Ajaccio Napoléon Bonaparte airport,Ajaccio/Napoleon Bonaparte,France,41.923599,8.80292,Europe/Paris
AJF,Al-Jawf International Airport,Al-Jawf,Saudi Arabia,29.783301,40.100905,Asia/Riyadh
AJI,Ağrı Airport,Agri,Turkey,39.655642,43.025742,Europe/Istanbul
AJJ,Akjoujt Airport,Akjoujt,Mauritania,19.727998,-14.377214,Africa/Nouakchott
AJK,Arak Airport,Araak,Iran,34.1381,49.847301,Asia/Tehran
AJL,Lengpui Airport,Aizawl,India,23.840599,92.619698,Asia/Kolkata
AJN,Ouani Airport,Ouani,Comoros,-12.131047,44.430044,Indian/Comoro
AJR,Arvidsjaur Airport,Arvidsjaur,Sweden,65.5903015136719,19.2819004058838,Europe/Stockholm
AJU,Aracaju - Santa Maria International Airport,Aracaju,Brazil,-10.984129,-37.071789,America/Maceio
AJY,Mano Dayak International Airport,Agadez,Niger,16.966,8.00011,Africa/Niamey
AKA,Ankang Fuqiang Airport,Ankang,China,32.75696,108.87338,Asia/Shanghai
AKB,Atka Airport,Atka,United States,52.220299,-174.205994,America/Adak
AKC,Akron Fulton International Airport,Akron,United States,41.037355,-81.46784,America/New_York
AKE,Akieni Airport,Akiéni,Gabon,-1.13967001438,13.9035997391,Africa/Libreville
AKF,Kufra Airport,Kufra,Libya,24.1786994934082,23.3139991760254,Africa/Tripoli
AKI,Akiak Airport,Akiak,United States,60.902646,-161.23106,America/Anchorage
AKJ,Asahikawa Airport,Asahikawa,Japan,43.670799,142.447006,Asia/Tokyo
AKK,Akhiok Airport,Akhiok,United States,56.938702,-154.182999,America/Anchorage
AKL,Auckland International Airport,Auckland,New Zealand,-37.01199,174.786331,Pacific/Auckland
AKN,King Salmon Airport,King Salmon,United States,58.677845,-156.651965,America/Anchorage
AKO,Colorado Plains Regional Airport,Akron,United States,40.1755981445,-103.222000122,America/Denver
AKP,Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,68.133598,-151.742996,America/Anchorage
AKQ,Astra Ksetra Airport,Menggala-Sumatra Island,Indonesia,-4.611588,105.231968,Asia/Jakarta
AKR,Akure Airport,Akure,Nigeria,7.24673986434937,5.30101013183594,Africa/Lagos
AKS,Gwaunaru'u Airport,Auki,Solomon Islands,-8.70257,160.682007,Pacific/Guadalcanal
AKU,Aksu Hongqipo Airport,Aksu,China,41.262501,80.291702,Asia/Shanghai
AKV,Akulivik Airport,Akulivik,Canada,60.8186,-78.148598,America/Iqaluit
AKW,Aghajari Airport,Omidiyeh,Iran,30.7444,49.6772,Asia/Tehran
AKX,Aktobe International Airport,Aktyubinsk,Kazakhstan,50.248116,57.204144,Asia/Aqtobe
AKY,Sittwe Airport,Sittwe,Myanmar,20.133165,92.870693,Asia/Yangon
ALA,Almaty International Airport,Almaty,Kazakhstan,43.354267,77.042828,Asia/Almaty
ALB,Albany International Airport,Albany,United States,42.748299,-73.801697,America/New_York
ALC,Alicante-Elche Miguel Hernández Airport,Alicante,Spain,38.2822,-0.558156,Europe/Madrid
ALD,Alerta Airport,Fortaleza,Peru,-11.65018,-69.229614,America/Lima
ALF,Alta Airport,Alta,Norway,69.976097,23.3717,Europe/Oslo
ALG,Houari Boumediene Airport,Algiers,Algeria,36.693886,3.214531,Africa/Algiers
ALH,Albany Airport,Albany,Australia,-34.943333,117.808889,Australia/Perth
ALI,Alice International Airport,Alice,United States,27.7409,-98.026901,America/Chicago
ALJ,Alexander Bay Airport,Alexander Bay,South Africa,-28.575001,16.5333,Africa/Johannesburg
ALM,Alamogordo White Sands Regional Airport,Alamogordo,United States,32.837818,-105.993149,America/Denver
ALN,St Louis Regional Airport,Alton/St Louis,United States,38.8903007507,-90.0459976196,America/Chicago
ALO,Waterloo Regional Airport,Waterloo,United States,42.5570983886719,-92.4002990722656,America/Chicago
ALP,Aleppo International Airport,Aleppo,Syria,36.181262,37.226869,Asia/Damascus
ALQ,Alegrete Novo Airport,Alegrete,Brazil,-29.811595,-55.894707,America/Sao_Paulo
ALR,Alexandra Aerodrome,Alexandra,New Zealand,-45.210495,169.371113,Pacific/Auckland
ALS,San Luis Valley Regional Airport/Bergman Field,Alamosa,United States,37.434898,-105.866997,America/Denver
ALT,Alenquer Municipal Airport,Alenquer,Brazil,-1.917,-54.7231,America/Santarem
ALU,Alula Airport,Alula,Somalia,11.9582,50.748,Africa/Mogadishu
ALW,Walla Walla Regional Airport,Walla Walla,United States,46.09489822,-118.288002,America/Los_Angeles
ALX,Thomas C Russell Field,Alexander City,United States,32.9146995544,-85.9629974365,America/Chicago
AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.217857,-101.706444,America/Chicago
AMC,Am Timan Airport,Am Timan,Chad,11.0340003967,20.2740001678,Africa/Ndjamena
AMD,Sardar Vallabh Patel International Airport,Ahmedabad,India,23.0772,72.634697,Asia/Kolkata
AMJ,Cirilo Queiróz Airport,Almenara,Brazil,-16.165579,-40.684024,America/Sao_Paulo
AMK,Animas Air Park,Durango,United States,37.203201,-107.869003,America/Denver
AMM,Queen Alia International Airport,Amman,Jordan,31.7226009369,35.9931983948,Asia/Amman
AMN,Gratiot Community Airport,Alma,United States,43.322101593,-84.68800354,America/Detroit
AMO,Mao Airport,Mao,Chad,14.1456,15.3144,Africa/Ndjamena
AMP,Ampanihy Airport,Ampanihy,Madagascar,-24.699699,44.7342,Indian/Antananarivo
AMQ,Pattimura International Airport,Ambon,Indonesia,-3.71026,128.089005,Asia/Jayapura
AMS,Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389,Europe/Amsterdam
AMU,Amanab Airport,Amanab,Papua New Guinea,-3.586,141.214333333,Pacific/Port_Moresby
AMV,Amderma Airport,Amderma,Russia,69.763298034668,61.5564002990723,Europe/Moscow
AMW,Ames Municipal Airport,Ames,United States,41.992001,-93.621803,America/Chicago
AMZ,Ardmore Airport,Manurewa,New Zealand,-37.0297012329102,174.973007202148,Pacific/Auckland
ANB,Anniston Regional Airport,Anniston,United States,33.5882,-85.8581,America/Chicago
ANC,Ted Stevens Anchorage International Airport,Anchorage,United States,61.179004,-149.992561,America/Anchorage
AND,Anderson Regional Airport,Anderson,United States,34.4945983887,-82.7093963623,America/New_York
ANE,Angers Marcé airport,Angers/Marce,France,47.560299,-0.312222,Europe/Paris
ANF,Andrés Sabella Gálvez International Airport,Antofagasta,Chile,-23.445274,-70.445232,America/Santiago
ANG,Angoulême Brie-Champniers airport,Angouleme/Brie/Champniers,France,45.729198,0.221456,Europe/Paris
ANI,Aniak Airport,Aniak,United States,61.581600189209,-159.542999267578,America/Anchorage
ANJ,Zanaga Airport,Zanaga,Republic of the Congo,-2.846651,13.821155,Africa/Brazzaville
ANK,Etimesgut Air Base,Ankara,Turkey,39.949798584,32.6885986328,Europe/Istanbul
ANN,Annette Island Airport,Annette,United States,55.037663,-131.572609,America/Metlakatla
ANO,Angoche Airport,Angoche,Mozambique,-16.18187,39.945217,Africa/Maputo
ANP,Lee Airport,Annapolis,United States,38.942902,-76.568398,America/New_York
ANQ,Tri State Steuben County Airport,Angola,United States,41.639702,-85.083504,America/Indiana/Indianapolis
ANR,Antwerp International Airport (Deurne),Antwerp,Belgium,51.190667,4.463153,Europe/Brussels
ANS,Andahuaylas Airport,Andahuaylas,Peru,-13.7063999176025,-73.3504028320313,America/Lima
ANU,V. C. Bird International Airport,St. George,Antigua and Barbuda,17.1367,-61.792702,America/Antigua
ANV,Anvik Airport,Anvik,United States,62.646702,-160.190994,America/Anchorage
ANW,Ainsworth Regional Airport,Ainsworth,United States,42.579201,-99.992995,America/Chicago
ANX,"Andøya Airport, Andenes",Andenes,Norway,69.295193,16.139379,Europe/Oslo
ANY,Anthony Municipal Airport,Anthony,United States,37.158501,-98.079597,America/Chicago
AOC,Leipzig–Altenburg Airport,Altenburg,Germany,50.981945,12.506389,Europe/Berlin
AOE,Hasan Polatkan Airport,Eskisehir,Turkey,39.811644,30.519268,Europe/Istanbul
AOG,Anshan Teng'ao Airport / Anshan Air Base,Anshan,China,41.105301,122.853996,Asia/Shanghai
AOH,Lima Allen County Airport,Lima,United States,40.706902,-84.026703,America/New_York
AOI,Marche Airport,Ancona,Italy,43.616299,13.3623,Europe/Rome
AOJ,Aomori Airport,Aomori,Japan,40.733777,140.689477,Asia/Tokyo
AOK,Karpathos Airport,Karpathos Island,Greece,35.421398,27.146,Europe/Athens
AOL,Paso De Los Libres Airport,Paso de los Libres,Argentina,-29.6894,-57.1521,America/Argentina/Cordoba
AOM,Adam Airport,Adam,Oman,22.4919444444,57.3838888889,Asia/Muscat
AOO,Altoona Blair County Airport,Altoona,United States,40.296398,-78.32,America/New_York
AOP,Alferez FAP Alfredo Vladimir Sara Bauer Airport,Andoas,Peru,-2.79612994194,-76.4665985107,America/Lima
AOR,Sultan Abdul Halim Airport,Alor Satar,Malaysia,6.18967008590698,100.398002624512,Asia/Kuala_Lumpur
AOT,Aosta Corrado Gex Airport,Aosta,Italy,45.738552,7.3683,Europe/Rome
AOU,Attopeu Airport,Attopeu,Laos,14.793056,107.045278,Asia/Vientiane
APA,Centennial Airport,Denver,United States,39.57009888,-104.848999,America/Denver
APB,Apolo Airport,Apolo,Bolivia,-14.7356,-68.411903,America/La_Paz
APC,Napa County Airport,Napa,United States,38.2132,-122.280998,America/Los_Angeles
APF,Naples Municipal Airport,Naples,United States,26.1525993347,-81.7752990723,America/New_York
APG,Phillips Army Air Field,Aberdeen Proving Grounds(Aberdeen),United States,39.466202,-76.1688,America/New_York
APH,Mary Walker LZ Airport,Fort A. P. Hill,United States,38.068631,-77.319318,America/New_York
API,Gomez Nino Apiay Air Base,Apiay,Colombia,4.07607,-73.5627,America/Bogota
APJ,Ali Pulan Airport,Burang,China,30.397898,81.13317,Asia/Shanghai
APK,Apataki Airport,Apataki,French Polynesia,-15.5736,-146.414993,Pacific/Tahiti
APL,Nampula Airport,Nampula,Mozambique,-15.1056003570557,39.2817993164063,Africa/Maputo
APN,Alpena County Regional Airport,Alpena,United States,45.0780983,-83.56030273,America/Detroit
APO,Antonio Roldán Betancur Airport,Carepa,Colombia,7.81196,-76.7164,America/Bogota
APQ,Arapiraca Airport,Arapiraca,Brazil,-9.776589,-36.628983,America/Maceio
APS,Anápolis Airport,Anapolis,Brazil,-16.363575,-48.9288,America/Sao_Paulo
APT,Marion County Airport - Brown Field,Jasper,United States,35.060699,-85.585297,America/Chicago
APU,Captain João Busse Airport,Apucarana,Brazil,-23.609099,-51.384301,America/Sao_Paulo
APV,Apple Valley Airport,Apple Valley,United States,34.5752983093,-117.185997009,America/Los_Angeles
APW,Faleolo International Airport,Apia,Samoa,-13.83,-172.007996,Pacific/Apia
APX,Arapongas Airport,Arapongas,Brazil,-23.352636,-51.491967,America/Sao_Paulo
APY,Alto Parnaíba Airport,Alto Parnaiba,Brazil,-9.08533,-45.955603,America/Fortaleza
APZ,Zapala Airport,Zapala,Argentina,-38.975498,-70.113602,America/Argentina/Salta
AQA,Araraquara Airport,Araraquara,Brazil,-21.812,-48.132999,America/Sao_Paulo
AQB,Quiché Airport,Santa Cruz del Quiche,Guatemala,15.0122,-91.150597,America/Guatemala
AQG,Anqing Tianzhushan Airport / Anqing North Air Base,Anqing,China,30.582199,117.050003,Asia/Shanghai
AQI,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,Saudi Arabia,28.335199,46.125099,Asia/Riyadh
AQJ,King Hussein International Airport,Aqaba,Jordan,29.611601,35.018101,Asia/Amman
AQM,Ariquemes Airport,Ariquemes,Brazil,-9.880436,-63.047115,America/Porto_Velho
AQP,Rodríguez Ballón International Airport,Arequipa,Peru,-16.340786,-71.569485,America/Lima
ARA,Acadiana Regional Airport,New Iberia,United States,30.0378,-91.883904,America/Chicago
ARB,Ann Arbor Municipal Airport,Ann Arbor,United States,42.2229995728,-83.7455978394,America/Detroit
ARC,Arctic Village Airport,Arctic Village,United States,68.1147,-145.578995,America/Anchorage
ARD,Alor Island - Mali Airport,Alor Island,Indonesia,-8.13234,124.597,Asia/Makassar
ARE,Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,18.45085,-66.675768,America/Puerto_Rico
ARG,Walnut Ridge Regional Airport,Walnut Ridge,United States,36.124667,-90.925111,America/Chicago
ARH,Talagi Airport,Archangelsk,Russia,64.6003036499023,40.7167015075684,Europe/Moscow
ARI,Chacalluta Airport,Arica,Chile,-18.348499,-70.338699,America/Lima
ARK,Arusha Airport,Arusha,Tanzania,-3.36778998374939,36.63330078125,Africa/Dar_es_Salaam
ARL,Arly Airport,Arly,Burkina Faso,11.597,1.483,Africa/Ouagadougou
ARM,Armidale Airport,Armidale,Australia,-30.5280990601,151.617004395,Australia/Sydney
ARN,Stockholm-Arlanda Airport,Stockholm,Sweden,59.64849,17.928829,Europe/Stockholm
ARR,D. Casimiro Szlapelis Airport,Alto Rio Senguerr,Argentina,-45.013599,-70.812202,America/Argentina/Catamarca
ARS,Aragarças Airport,Aragarcas,Brazil,-15.8994,-52.2411,America/Cuiaba
ART,Watertown International Airport,Watertown,United States,43.991901,-76.021698,America/New_York
ARU,Araçatuba Airport,Aracatuba,Brazil,-21.141479,-50.424575,America/Sao_Paulo
ARV,Lakeland Airport Noble F Lee Memorial Field,Minocqua-Woodruff,United States,45.927898,-89.730904,America/Chicago
ARW,Arad International Airport,Arad,Romania,46.176136,21.264322,Europe/Bucharest
ARZ,N'zeto Airport,N'zeto,Angola,-7.259277,12.862355,Africa/Luanda
ASA,Assab International Airport,Asab,Eritrea,13.0718,42.645,Africa/Asmara
